midi_file,path,composer,piano_roll_file
K317 Coronation Mass 5mov.mid,./data/Mozart/,Mozart,K317 Coronation Mass 5mov.npy
K626 Requiem 02 rextremendae.mid,./data/Mozart/,Mozart,K626 Requiem 02 rextremendae.npy
K626 Requiem 12 agnus dei.mid,./data/Mozart/,Mozart,K626 Requiem 12 agnus dei.npy
Fantasia in C K.475.mid,./data/Mozart/,Mozart,Fantasia in C K.475.npy
K339 Vesperae solemnes de confessore (Vespers) 1mov Dixit Dominus.mid,./data/Mozart/,Mozart,K339 Vesperae solemnes de confessore (Vespers) 1mov Dixit Dominus.npy
K626 Requiem 07 Lacrimosa.mid,./data/Mozart/,Mozart,K626 Requiem 07 Lacrimosa.npy
Viennese Sonatinas K439b n6 1mov.mid,./data/Mozart/,Mozart,Viennese Sonatinas K439b n6 1mov.npy
K03 Allegro in Bb.mid,./data/Mozart/,Mozart,K03 Allegro in Bb.npy
K608 Fantasia for Mechanical Organ.mid,./data/Mozart/,Mozart,K608 Fantasia for Mechanical Organ.npy
K622 Clarinet Concerto 1mov.mid,./data/Mozart/,Mozart,K622 Clarinet Concerto 1mov.npy
K191 Bassoon Concerto 3mov.mid,./data/Mozart/,Mozart,K191 Bassoon Concerto 3mov.npy
K525 Serenade 4mov ''Eine Kleine Natchmusik''.mid,./data/Mozart/,Mozart,K525 Serenade 4mov ''Eine Kleine Natchmusik''.npy
Symphony n22 K162 1mov.mid,./data/Mozart/Symphonies,Mozart,Symphony n22 K162 1mov.npy
Symphony n37 K444 1mov.mid,./data/Mozart/Symphonies,Mozart,Symphony n37 K444 1mov.npy
Symphony n31 K297 2mov ''Paris''.mid,./data/Mozart/Symphonies,Mozart,Symphony n31 K297 2mov ''Paris''.npy
Symphony n28 K200 1mov.mid,./data/Mozart/Symphonies,Mozart,Symphony n28 K200 1mov.npy
Symphony n25 K183 4mov.mid,./data/Mozart/Symphonies,Mozart,Symphony n25 K183 4mov.npy
Symphony n33 K319 4mov.mid,./data/Mozart/Symphonies,Mozart,Symphony n33 K319 4mov.npy
Symphony n29 K201 4mov.mid,./data/Mozart/Symphonies,Mozart,Symphony n29 K201 4mov.npy
Symphony n30 K202 3mov.mid,./data/Mozart/Symphonies,Mozart,Symphony n30 K202 3mov.npy
Symphony n40 K550 1mov.mid,./data/Mozart/Symphonies,Mozart,Symphony n40 K550 1mov.npy
Symphony n39 K543 2mov.mid,./data/Mozart/Symphonies,Mozart,Symphony n39 K543 2mov.npy
Symphony n30 K202 1mov.mid,./data/Mozart/Symphonies,Mozart,Symphony n30 K202 1mov.npy
Symphony n40 K550 3mov.mid,./data/Mozart/Symphonies,Mozart,Symphony n40 K550 3mov.npy
Symphony n36 K425 2mov ''Linz''.mid,./data/Mozart/Symphonies,Mozart,Symphony n36 K425 2mov ''Linz''.npy
Symphony n22 K162 3mov.mid,./data/Mozart/Symphonies,Mozart,Symphony n22 K162 3mov.npy
Symphony n41 K551 3mov ''Jupiter''.mid,./data/Mozart/Symphonies,Mozart,Symphony n41 K551 3mov ''Jupiter''.npy
Symphony n28 K200 3mov.mid,./data/Mozart/Symphonies,Mozart,Symphony n28 K200 3mov.npy
Symphony n39 K543 4mov.mid,./data/Mozart/Symphonies,Mozart,Symphony n39 K543 4mov.npy
Symphony n31 K297 3mov ''Paris''.mid,./data/Mozart/Symphonies,Mozart,Symphony n31 K297 3mov ''Paris''.npy
Symphony n4 K19 3mov.mid,./data/Mozart/Symphonies,Mozart,Symphony n4 K19 3mov.npy
Symphony n33 K319 2mov.mid,./data/Mozart/Symphonies,Mozart,Symphony n33 K319 2mov.npy
Symphony n25 K183 2mov.mid,./data/Mozart/Symphonies,Mozart,Symphony n25 K183 2mov.npy
Symphony n29 K201 2mov.mid,./data/Mozart/Symphonies,Mozart,Symphony n29 K201 2mov.npy
Symphony n36 K425 3mov ''Linz''.mid,./data/Mozart/Symphonies,Mozart,Symphony n36 K425 3mov ''Linz''.npy
Symphony n34 K338 1mov.mid,./data/Mozart/Symphonies,Mozart,Symphony n34 K338 1mov.npy
Symphony n34 K338 3mov.mid,./data/Mozart/Symphonies,Mozart,Symphony n34 K338 3mov.npy
Symphony n36 K425 4mov ''Linz''.mid,./data/Mozart/Symphonies,Mozart,Symphony n36 K425 4mov ''Linz''.npy
Symphony n4 K019 1mov.mid,./data/Mozart/Symphonies,Mozart,Symphony n4 K019 1mov.npy
Symphony n35 K385 3mov ''Haffner''.mid,./data/Mozart/Symphonies,Mozart,Symphony n35 K385 3mov ''Haffner''.npy
Symphony n39 K543 3mov.mid,./data/Mozart/Symphonies,Mozart,Symphony n39 K543 3mov.npy
Symphony n30 K202 2mov.mid,./data/Mozart/Symphonies,Mozart,Symphony n30 K202 2mov.npy
Symphony n35 K385 2mov ''Haffner''.mid,./data/Mozart/Symphonies,Mozart,Symphony n35 K385 2mov ''Haffner''.npy
Symphony n38 K504 2mov ''Prague''.mid,./data/Mozart/Symphonies,Mozart,Symphony n38 K504 2mov ''Prague''.npy
Symphony n36 K425 1mov ''Linz''.mid,./data/Mozart/Symphonies,Mozart,Symphony n36 K425 1mov ''Linz''.npy
Symphony n28 K200 2mov.mid,./data/Mozart/Symphonies,Mozart,Symphony n28 K200 2mov.npy
Symphony n41 K551 4mov ''Jupiter''.mid,./data/Mozart/Symphonies,Mozart,Symphony n41 K551 4mov ''Jupiter''.npy
Symphony n5 K022.mid,./data/Mozart/Symphonies,Mozart,Symphony n5 K022.npy
Symphony n35 K385 1mov ''Haffner''.mid,./data/Mozart/Symphonies,Mozart,Symphony n35 K385 1mov ''Haffner''.npy
Symphony n40 K550 2mov.mid,./data/Mozart/Symphonies,Mozart,Symphony n40 K550 2mov.npy
Symphony n38 K504 3mov ''Prague''.mid,./data/Mozart/Symphonies,Mozart,Symphony n38 K504 3mov ''Prague''.npy
Symphony n39 K543 1mov.mid,./data/Mozart/Symphonies,Mozart,Symphony n39 K543 1mov.npy
Symphony n33 K319 3mov.mid,./data/Mozart/Symphonies,Mozart,Symphony n33 K319 3mov.npy
Symphony n41 K551 2mov ''Jupiter''.mid,./data/Mozart/Symphonies,Mozart,Symphony n41 K551 2mov ''Jupiter''.npy
Symphony n25 K183 3mov.mid,./data/Mozart/Symphonies,Mozart,Symphony n25 K183 3mov.npy
Symphony n30 K202 4mov.mid,./data/Mozart/Symphonies,Mozart,Symphony n30 K202 4mov.npy
Symphony n31 K297 1mov ''Paris''.mid,./data/Mozart/Symphonies,Mozart,Symphony n31 K297 1mov ''Paris''.npy
Symphony n35 K385 4mov ''Haffner''.mid,./data/Mozart/Symphonies,Mozart,Symphony n35 K385 4mov ''Haffner''.npy
Symphony n29 K201 1mov.mid,./data/Mozart/Symphonies,Mozart,Symphony n29 K201 1mov.npy
Symphony n25 K183 1mov.mid,./data/Mozart/Symphonies,Mozart,Symphony n25 K183 1mov.npy
Symphony n33 K319 1mov.mid,./data/Mozart/Symphonies,Mozart,Symphony n33 K319 1mov.npy
Symphony n41 K551 1mov ''Jupiter''.mid,./data/Mozart/Symphonies,Mozart,Symphony n41 K551 1mov ''Jupiter''.npy
Symphony n40 K550 4mov.mid,./data/Mozart/Symphonies,Mozart,Symphony n40 K550 4mov.npy
Symphony n38 K504 1mov ''Prague''.mid,./data/Mozart/Symphonies,Mozart,Symphony n38 K504 1mov ''Prague''.npy
Symphony n34 K338 2mov.mid,./data/Mozart/Symphonies,Mozart,Symphony n34 K338 2mov.npy
Symphony n28 K200 4mov.mid,./data/Mozart/Symphonies,Mozart,Symphony n28 K200 4mov.npy
Early Pieces n5 Country Dance.mid,./data/Mozart/The Chelsea Notebook,Mozart,Early Pieces n5 Country Dance.npy
Early Pieces n4 Minuet.mid,./data/Mozart/The Chelsea Notebook,Mozart,Early Pieces n4 Minuet.npy
Early Pieces n6 Llittle minuet.mid,./data/Mozart/The Chelsea Notebook,Mozart,Early Pieces n6 Llittle minuet.npy
Early Pieces n12 Rondino.mid,./data/Mozart/The Chelsea Notebook,Mozart,Early Pieces n12 Rondino.npy
Early Pieces n20 Presto.mid,./data/Mozart/The Chelsea Notebook,Mozart,Early Pieces n20 Presto.npy
Early Pieces n19 Giga.mid,./data/Mozart/The Chelsea Notebook,Mozart,Early Pieces n19 Giga.npy
Early Pieces n7 Country dance.mid,./data/Mozart/The Chelsea Notebook,Mozart,Early Pieces n7 Country dance.npy
Early Pieces n17 Siciliano.mid,./data/Mozart/The Chelsea Notebook,Mozart,Early Pieces n17 Siciliano.npy
Early Pieces n16 Minuet.mid,./data/Mozart/The Chelsea Notebook,Mozart,Early Pieces n16 Minuet.npy
Early Pieces n13 Prelude.mid,./data/Mozart/The Chelsea Notebook,Mozart,Early Pieces n13 Prelude.npy
Early Pieces n8 Minuet.mid,./data/Mozart/The Chelsea Notebook,Mozart,Early Pieces n8 Minuet.npy
Early Pieces n10 Air.mid,./data/Mozart/The Chelsea Notebook,Mozart,Early Pieces n10 Air.npy
Early Pieces n11 Country dance.mid,./data/Mozart/The Chelsea Notebook,Mozart,Early Pieces n11 Country dance.npy
Early Pieces n1 Andante.mid,./data/Mozart/The Chelsea Notebook,Mozart,Early Pieces n1 Andante.npy
Early Pieces n2 Minuet.mid,./data/Mozart/The Chelsea Notebook,Mozart,Early Pieces n2 Minuet.npy
Early Pieces n9 Allegretto.mid,./data/Mozart/The Chelsea Notebook,Mozart,Early Pieces n9 Allegretto.npy
Early Pieces n14 Rondo.mid,./data/Mozart/The Chelsea Notebook,Mozart,Early Pieces n14 Rondo.npy
Early Pieces n3 Little march.mid,./data/Mozart/The Chelsea Notebook,Mozart,Early Pieces n3 Little march.npy
Early Pieces n15 Andantino.mid,./data/Mozart/The Chelsea Notebook,Mozart,Early Pieces n15 Andantino.npy
Early Pieces n18 Little Song.mid,./data/Mozart/The Chelsea Notebook,Mozart,Early Pieces n18 Little Song.npy
Piano Sonata n03 K281.mid,./data/Mozart/Piano Sonatas,Mozart,Piano Sonata n03 K281.npy
Piano Sonata n14 K457.mid,./data/Mozart/Piano Sonatas,Mozart,Piano Sonata n14 K457.npy
Piano Sonata n02 K280.mid,./data/Mozart/Piano Sonatas,Mozart,Piano Sonata n02 K280.npy
Piano Sonata n15 K593-494.mid,./data/Mozart/Piano Sonatas,Mozart,Piano Sonata n15 K593-494.npy
Piano Sonata n04 K282.mid,./data/Mozart/Piano Sonatas,Mozart,Piano Sonata n04 K282.npy
Piano Sonata n13 K333.mid,./data/Mozart/Piano Sonatas,Mozart,Piano Sonata n13 K333.npy
Piano Sonata n12 K332.mid,./data/Mozart/Piano Sonatas,Mozart,Piano Sonata n12 K332.npy
Piano Sonata n05 K283.mid,./data/Mozart/Piano Sonatas,Mozart,Piano Sonata n05 K283.npy
Piano Sonata n17 K547a.mid,./data/Mozart/Piano Sonatas,Mozart,Piano Sonata n17 K547a.npy
Piano Sonata n01 K279.mid,./data/Mozart/Piano Sonatas,Mozart,Piano Sonata n01 K279.npy
Piano Sonata n07 K309.mid,./data/Mozart/Piano Sonatas,Mozart,Piano Sonata n07 K309.npy
Piano Sonata n18 K570.mid,./data/Mozart/Piano Sonatas,Mozart,Piano Sonata n18 K570.npy
Piano Sonata n16 K545.mid,./data/Mozart/Piano Sonatas,Mozart,Piano Sonata n16 K545.npy
Piano Sonata n10 K330.mid,./data/Mozart/Piano Sonatas,Mozart,Piano Sonata n10 K330.npy
Piano Sonata n11 K331.mid,./data/Mozart/Piano Sonatas,Mozart,Piano Sonata n11 K331.npy
Piano Sonata n06 K284.mid,./data/Mozart/Piano Sonatas,Mozart,Piano Sonata n06 K284.npy
Piano Sonata n19 K576.mid,./data/Mozart/Piano Sonatas,Mozart,Piano Sonata n19 K576.npy
Piano Sonata n08 K311.mid,./data/Mozart/Piano Sonatas,Mozart,Piano Sonata n08 K311.npy
Piano Sonata n09 K310.mid,./data/Mozart/Piano Sonatas,Mozart,Piano Sonata n09 K310.npy
K281 Piano Sonata n03 2mov.mid,./data/Mozart/Piano Sonatas/Nueva carpeta,Mozart,K281 Piano Sonata n03 2mov.npy
K331 Piano sonata n11 3mov.mid,./data/Mozart/Piano Sonatas/Nueva carpeta,Mozart,K331 Piano sonata n11 3mov.npy
K497 Piano Sonata 4 Hands.mid,./data/Mozart/Piano Sonatas/Nueva carpeta,Mozart,K497 Piano Sonata 4 Hands.npy
K521 Piano Sonata 4 Hands.mid,./data/Mozart/Piano Sonatas/Nueva carpeta,Mozart,K521 Piano Sonata 4 Hands.npy
K332 Piano Sonata n12 3mov.mid,./data/Mozart/Piano Sonatas/Nueva carpeta,Mozart,K332 Piano Sonata n12 3mov.npy
K279 Piano sonata n01 2mov.mid,./data/Mozart/Piano Sonatas/Nueva carpeta,Mozart,K279 Piano sonata n01 2mov.npy
K358 Piano Sonata 4 Hands.mid,./data/Mozart/Piano Sonatas/Nueva carpeta,Mozart,K358 Piano Sonata 4 Hands.npy
K381 Piano Sonata 4 Hands.mid,./data/Mozart/Piano Sonatas/Nueva carpeta,Mozart,K381 Piano Sonata 4 Hands.npy
K333 Piano Sonata n13 .mid,./data/Mozart/Piano Sonatas/Nueva carpeta,Mozart,K333 Piano Sonata n13 .npy
K457 Piano Sonata n14 .mid,./data/Mozart/Piano Sonatas/Nueva carpeta,Mozart,K457 Piano Sonata n14 .npy
K309 Piano Sonata n10 2mov.mid,./data/Mozart/Piano Sonatas/Nueva carpeta,Mozart,K309 Piano Sonata n10 2mov.npy
K332 Piano Sonata n12 1mov.mid,./data/Mozart/Piano Sonatas/Nueva carpeta,Mozart,K332 Piano Sonata n12 1mov.npy
K282 Piano Sonata n04 .mid,./data/Mozart/Piano Sonatas/Nueva carpeta,Mozart,K282 Piano Sonata n04 .npy
K570 Piano Sonata 2mov.mid,./data/Mozart/Piano Sonatas/Nueva carpeta,Mozart,K570 Piano Sonata 2mov.npy
K280 Piano sonata n02 1mov.mid,./data/Mozart/Piano Sonatas/Nueva carpeta,Mozart,K280 Piano sonata n02 1mov.npy
K576 Piano Sonata n19 .mid,./data/Mozart/Piano Sonatas/Nueva carpeta,Mozart,K576 Piano Sonata n19 .npy
K280 Piano sonata n02 3mov.mid,./data/Mozart/Piano Sonatas/Nueva carpeta,Mozart,K280 Piano sonata n02 3mov.npy
K330 Piano Sonata n10 2mov.mid,./data/Mozart/Piano Sonatas/Nueva carpeta,Mozart,K330 Piano Sonata n10 2mov.npy
K333 Piano Sonata n13 2mov.mid,./data/Mozart/Piano Sonatas/Nueva carpeta,Mozart,K333 Piano Sonata n13 2mov.npy
K19d Piano Sonata Duet.mid,./data/Mozart/Piano Sonatas/Nueva carpeta,Mozart,K19d Piano Sonata Duet.npy
K279 Piano sonata n01 3mov.mid,./data/Mozart/Piano Sonatas/Nueva carpeta,Mozart,K279 Piano sonata n01 3mov.npy
K309 Piano Sonata n10 1mov.mid,./data/Mozart/Piano Sonatas/Nueva carpeta,Mozart,K309 Piano Sonata n10 1mov.npy
K332 Piano Sonata n12 2mov.mid,./data/Mozart/Piano Sonatas/Nueva carpeta,Mozart,K332 Piano Sonata n12 2mov.npy
K281 Piano Sonata n03 3mov.mid,./data/Mozart/Piano Sonatas/Nueva carpeta,Mozart,K281 Piano Sonata n03 3mov.npy
K309 Piano Sonata n10 3mov.mid,./data/Mozart/Piano Sonatas/Nueva carpeta,Mozart,K309 Piano Sonata n10 3mov.npy
K545 Piano Sonata.mid,./data/Mozart/Piano Sonatas/Nueva carpeta,Mozart,K545 Piano Sonata.npy
K281 Piano Sonata n03 1mov.mid,./data/Mozart/Piano Sonatas/Nueva carpeta,Mozart,K281 Piano Sonata n03 1mov.npy
K279 Piano sonata n01 1mov.mid,./data/Mozart/Piano Sonatas/Nueva carpeta,Mozart,K279 Piano sonata n01 1mov.npy
K357 Piano Sonata 4 Hands.mid,./data/Mozart/Piano Sonatas/Nueva carpeta,Mozart,K357 Piano Sonata 4 Hands.npy
K331 Piano Sonata n11 .mid,./data/Mozart/Piano Sonatas/Nueva carpeta,Mozart,K331 Piano Sonata n11 .npy
K333 Piano Sonata n13 1mov.mid,./data/Mozart/Piano Sonatas/Nueva carpeta,Mozart,K333 Piano Sonata n13 1mov.npy
K330 Piano Sonata n10 1mov.mid,./data/Mozart/Piano Sonatas/Nueva carpeta,Mozart,K330 Piano Sonata n10 1mov.npy
K570 Piano Sonata 3mov.mid,./data/Mozart/Piano Sonatas/Nueva carpeta,Mozart,K570 Piano Sonata 3mov.npy
K333 Piano Sonata n13 3mov.mid,./data/Mozart/Piano Sonatas/Nueva carpeta,Mozart,K333 Piano Sonata n13 3mov.npy
K284 Piano Sonata n06 .mid,./data/Mozart/Piano Sonatas/Nueva carpeta,Mozart,K284 Piano Sonata n06 .npy
K330 Piano Sonata n10 3mov.mid,./data/Mozart/Piano Sonatas/Nueva carpeta,Mozart,K330 Piano Sonata n10 3mov.npy
K280 Piano sonata n02 2mov.mid,./data/Mozart/Piano Sonatas/Nueva carpeta,Mozart,K280 Piano sonata n02 2mov.npy
K570 Piano Sonata 1mov.mid,./data/Mozart/Piano Sonatas/Nueva carpeta,Mozart,K570 Piano Sonata 1mov.npy
Piano Concerto n12 K414 3mov.mid,./data/Mozart/Piano Concertos,Mozart,Piano Concerto n12 K414 3mov.npy
Piano Concerto n7 for 3 Pianos K242 1mov ''Lodron''.mid,./data/Mozart/Piano Concertos,Mozart,Piano Concerto n7 for 3 Pianos K242 1mov ''Lodron''.npy
Piano Concerto n21 K467 2mov ''Elvira Madigan''.mid,./data/Mozart/Piano Concertos,Mozart,Piano Concerto n21 K467 2mov ''Elvira Madigan''.npy
Piano Concerto n24 K491 2mov.mid,./data/Mozart/Piano Concertos,Mozart,Piano Concerto n24 K491 2mov.npy
Piano Concerto n17 K453 3mov.mid,./data/Mozart/Piano Concertos,Mozart,Piano Concerto n17 K453 3mov.npy
Piano Concerto n12 K414 1mov.mid,./data/Mozart/Piano Concertos,Mozart,Piano Concerto n12 K414 1mov.npy
Piano Concerto n16 K451 1mov.mid,./data/Mozart/Piano Concertos,Mozart,Piano Concerto n16 K451 1mov.npy
Piano Concerto n20 K466 3mov.mid,./data/Mozart/Piano Concertos,Mozart,Piano Concerto n20 K466 3mov.npy
Piano Concerto n18 K456 1mov ''Paradis''.mid,./data/Mozart/Piano Concertos,Mozart,Piano Concerto n18 K456 1mov ''Paradis''.npy
Piano Concerto n14 K449 3mov.mid,./data/Mozart/Piano Concertos,Mozart,Piano Concerto n14 K449 3mov.npy
Piano Concerto n6 K238 3mov.mid,./data/Mozart/Piano Concertos,Mozart,Piano Concerto n6 K238 3mov.npy
Piano Concerto n26 K537 2mov ''Coronation''.mid,./data/Mozart/Piano Concertos,Mozart,Piano Concerto n26 K537 2mov ''Coronation''.npy
Piano Concerto n7 for 3 Pianos K242 3mov ''Lodron''.mid,./data/Mozart/Piano Concertos,Mozart,Piano Concerto n7 for 3 Pianos K242 3mov ''Lodron''.npy
Piano Concerto n23 K488 1mov.mid,./data/Mozart/Piano Concertos,Mozart,Piano Concerto n23 K488 1mov.npy
Piano Concerto n6 K238 1mov.mid,./data/Mozart/Piano Concertos,Mozart,Piano Concerto n6 K238 1mov.npy
Piano Concerto n25 K503 2mov.mid,./data/Mozart/Piano Concertos,Mozart,Piano Concerto n25 K503 2mov.npy
Piano Concerto n23 K488 3mov.mid,./data/Mozart/Piano Concertos,Mozart,Piano Concerto n23 K488 3mov.npy
Piano Concerto n18 K456 2mov ''Paradis''.mid,./data/Mozart/Piano Concertos,Mozart,Piano Concerto n18 K456 2mov ''Paradis''.npy
Piano Concerto n20 K466 1mov.mid,./data/Mozart/Piano Concertos,Mozart,Piano Concerto n20 K466 1mov.npy
Piano Concerto n16 K451 3mov.mid,./data/Mozart/Piano Concertos,Mozart,Piano Concerto n16 K451 3mov.npy
Piano Concerto n7 for 3 Pianos K242 2mov ''Lodron''.mid,./data/Mozart/Piano Concertos,Mozart,Piano Concerto n7 for 3 Pianos K242 2mov ''Lodron''.npy
Piano Concerto n14 K449 1mov.mid,./data/Mozart/Piano Concertos,Mozart,Piano Concerto n14 K449 1mov.npy
Piano Concerto n24 K491 1mov.mid,./data/Mozart/Piano Concertos,Mozart,Piano Concerto n24 K491 1mov.npy
Piano Concerto n8 K246 3mov.mid,./data/Mozart/Piano Concertos,Mozart,Piano Concerto n8 K246 3mov.npy
Piano Concerto n18 K456 3mov ''Paradis''.mid,./data/Mozart/Piano Concertos,Mozart,Piano Concerto n18 K456 3mov ''Paradis''.npy
Piano Concerto n21 K467 1mov ''Elvira Madigan''.mid,./data/Mozart/Piano Concertos,Mozart,Piano Concerto n21 K467 1mov ''Elvira Madigan''.npy
Piano Concerto n24 K491 3mov.mid,./data/Mozart/Piano Concertos,Mozart,Piano Concerto n24 K491 3mov.npy
Piano Concerto n8 K246 1mov.mid,./data/Mozart/Piano Concertos,Mozart,Piano Concerto n8 K246 1mov.npy
Piano Concerto n26 K537 3mov ''Coronation''.mid,./data/Mozart/Piano Concertos,Mozart,Piano Concerto n26 K537 3mov ''Coronation''.npy
Piano Concerto n25 K503 1mov.mid,./data/Mozart/Piano Concertos,Mozart,Piano Concerto n25 K503 1mov.npy
Piano Concerto n14 K449 2mov.mid,./data/Mozart/Piano Concertos,Mozart,Piano Concerto n14 K449 2mov.npy
Piano Concerto n20 K466 2mov.mid,./data/Mozart/Piano Concertos,Mozart,Piano Concerto n20 K466 2mov.npy
Piano Concerto n21 K467 3mov ''Elvira Madigan''.mid,./data/Mozart/Piano Concertos,Mozart,Piano Concerto n21 K467 3mov ''Elvira Madigan''.npy
Piano Concerto n26 K537 1mov ''Coronation''.mid,./data/Mozart/Piano Concertos,Mozart,Piano Concerto n26 K537 1mov ''Coronation''.npy
Piano Concerto n23 K488 2mov.mid,./data/Mozart/Piano Concertos,Mozart,Piano Concerto n23 K488 2mov.npy
Piano Concerto n25 K503 3mov.mid,./data/Mozart/Piano Concertos,Mozart,Piano Concerto n25 K503 3mov.npy
